,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
24340,Svetlana Leonidovna Boginskaya,F,15.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,Silver
24341,Svetlana Leonidovna Boginskaya,F,15.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,Gold
24342,Svetlana Leonidovna Boginskaya,F,15.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
24343,Svetlana Leonidovna Boginskaya,F,15.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
25931,Zsolt Borkai,M,23.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
25932,Zsolt Borkai,M,23.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
25933,Zsolt Borkai,M,23.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
25934,Zsolt Borkai,M,23.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
25935,Zsolt Borkai,M,23.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
25936,Zsolt Borkai,M,23.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
25937,Zsolt Borkai,M,23.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
25938,Zsolt Borkai,M,23.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
26784,Karine Boucher,F,16.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
26785,Karine Boucher,F,16.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
26786,Karine Boucher,F,16.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
26787,Karine Boucher,F,16.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
26788,Karine Boucher,F,16.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
30523,Jrgen Brmmer,M,23.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
30524,Jrgen Brmmer,M,23.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
30525,Jrgen Brmmer,M,23.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
30526,Jrgen Brmmer,M,23.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
30527,Jrgen Brmmer,M,23.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
30528,Jrgen Brmmer,M,23.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
30529,Jrgen Brmmer,M,23.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
30530,Jrgen Brmmer,M,23.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
31066,Paolo Bucci,M,20.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
31067,Paolo Bucci,M,20.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
31068,Paolo Bucci,M,20.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
31069,Paolo Bucci,M,20.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
31070,Paolo Bucci,M,20.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
31071,Paolo Bucci,M,20.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
31072,Paolo Bucci,M,20.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
31073,Paolo Bucci,M,20.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
31231,Ralf Bchner,M,21.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
31232,Ralf Bchner,M,21.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
31233,Ralf Bchner,M,21.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
31234,Ralf Bchner,M,21.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
31235,Ralf Bchner,M,21.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
31236,Ralf Bchner,M,21.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
31237,Ralf Bchner,M,21.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
31238,Ralf Bchner,M,21.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
35757,Claude Carmona,M,24.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
35758,Claude Carmona,M,24.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
35759,Claude Carmona,M,24.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
35760,Claude Carmona,M,24.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
35761,Claude Carmona,M,24.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
35762,Claude Carmona,M,24.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
35763,Claude Carmona,M,24.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
35764,Claude Carmona,M,24.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
36838,Lidia Castillejo Soriano,F,19.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
36839,Lidia Castillejo Soriano,F,19.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,
36840,Lidia Castillejo Soriano,F,19.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
36841,Lidia Castillejo Soriano,F,19.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
36842,Lidia Castillejo Soriano,F,19.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
36843,Lidia Castillejo Soriano,F,19.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
37145,Stphane Cauterman,M,19.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
37146,Stphane Cauterman,M,19.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
37147,Stphane Cauterman,M,19.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
37148,Stphane Cauterman,M,19.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
37149,Stphane Cauterman,M,19.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
37150,Stphane Cauterman,M,19.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
37151,Stphane Cauterman,M,19.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
37152,Stphane Cauterman,M,19.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
37241,Bruno Cavelti,M,27.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
37242,Bruno Cavelti,M,27.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
37243,Bruno Cavelti,M,27.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
37244,Bruno Cavelti,M,27.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
37245,Bruno Cavelti,M,27.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
37246,Bruno Cavelti,M,27.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
37247,Bruno Cavelti,M,27.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
38395,Chang Chao-Chun,M,21.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
38396,Chang Chao-Chun,M,21.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
38397,Chang Chao-Chun,M,21.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
38398,Chang Chao-Chun,M,21.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
38399,Chang Chao-Chun,M,21.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
38400,Chang Chao-Chun,M,21.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
38401,Chang Chao-Chun,M,21.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
38778,Philippe Chartrand,M,24.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
38779,Philippe Chartrand,M,24.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
38780,Philippe Chartrand,M,24.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
38781,Philippe Chartrand,M,24.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
38782,Philippe Chartrand,M,24.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
38783,Philippe Chartrand,M,24.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
38784,Philippe Chartrand,M,24.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
38785,Philippe Chartrand,M,24.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
39035,Jury Dimitri Chechi,M,18.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
39036,Jury Dimitri Chechi,M,18.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
39037,Jury Dimitri Chechi,M,18.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
39038,Jury Dimitri Chechi,M,18.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
39039,Jury Dimitri Chechi,M,18.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
39040,Jury Dimitri Chechi,M,18.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
39041,Jury Dimitri Chechi,M,18.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
39042,Jury Dimitri Chechi,M,18.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
39237,Chen Cuiting,F,17.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
39238,Chen Cuiting,F,17.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,
39239,Chen Cuiting,F,17.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
39240,Chen Cuiting,F,17.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
39241,Chen Cuiting,F,17.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
39242,Chen Cuiting,F,17.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
40016,Christian Chevalier,M,21.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
40017,Christian Chevalier,M,21.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
40018,Christian Chevalier,M,21.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
40019,Christian Chevalier,M,21.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
40020,Christian Chevalier,M,21.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
40021,Christian Chevalier,M,21.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
40022,Christian Chevalier,M,21.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
40023,Christian Chevalier,M,21.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
43031,Maria Cocuzza,F,15.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
43032,Maria Cocuzza,F,15.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
43033,Maria Cocuzza,F,15.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
43034,Maria Cocuzza,F,15.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
43035,Maria Cocuzza,F,15.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
45603,Monica Covacci (-Gray),F,16.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
45604,Monica Covacci (-Gray),F,16.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,
45605,Monica Covacci (-Gray),F,16.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
45606,Monica Covacci (-Gray),F,16.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
45607,Monica Covacci (-Gray),F,16.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
45608,Monica Covacci (-Gray),F,16.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
46796,Zsuzsa Csisztu,F,18.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
46797,Zsuzsa Csisztu,F,18.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,
46798,Zsuzsa Csisztu,F,18.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
46799,Zsuzsa Csisztu,F,18.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
46800,Zsuzsa Csisztu,F,18.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
46801,Zsuzsa Csisztu,F,18.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
49881,Kevin James Davis,M,22.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
49882,Kevin James Davis,M,22.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
49883,Kevin James Davis,M,22.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
49884,Kevin James Davis,M,22.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
49885,Kevin James Davis,M,22.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
49886,Kevin James Davis,M,22.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
49887,Kevin James Davis,M,22.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
49888,Kevin James Davis,M,22.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
56562,Aurelia Dobre (-Mofid),F,15.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
56563,Aurelia Dobre (-Mofid),F,15.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Silver
56564,Aurelia Dobre (-Mofid),F,15.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
56565,Aurelia Dobre (-Mofid),F,15.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
56566,Aurelia Dobre (-Mofid),F,15.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
56567,Aurelia Dobre (-Mofid),F,15.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
58624,Alena Devjan (-Coufalov),F,19.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
58625,Alena Devjan (-Coufalov),F,19.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,
58626,Alena Devjan (-Coufalov),F,19.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
58627,Alena Devjan (-Coufalov),F,19.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
58628,Alena Devjan (-Coufalov),F,19.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
58629,Alena Devjan (-Coufalov),F,19.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
59333,Diana Gnkova Dudeva,F,20.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
59334,Diana Gnkova Dudeva,F,20.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,
59335,Diana Gnkova Dudeva,F,20.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
59336,Diana Gnkova Dudeva,F,20.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
59337,Diana Gnkova Dudeva,F,20.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
59338,Diana Gnkova Dudeva,F,20.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
65985,"Gabriele ""Gabi"" Fhnrich",F,20.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
65986,"Gabriele ""Gabi"" Fhnrich",F,20.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze
65987,"Gabriele ""Gabi"" Fhnrich",F,20.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
65988,"Gabriele ""Gabi"" Fhnrich",F,20.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
65989,"Gabriele ""Gabi"" Fhnrich",F,20.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
65990,"Gabriele ""Gabi"" Fhnrich",F,20.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
66112,Csaba Fajkusz,M,21.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
66113,Csaba Fajkusz,M,21.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
66114,Csaba Fajkusz,M,21.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
66115,Csaba Fajkusz,M,21.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
66116,Csaba Fajkusz,M,21.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
66117,Csaba Fajkusz,M,21.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
66118,Csaba Fajkusz,M,21.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
66119,Csaba Fajkusz,M,21.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
66352,Fan Di,F,15.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
66353,Fan Di,F,15.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,
66354,Fan Di,F,15.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
66355,Fan Di,F,15.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
66356,Fan Di,F,15.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
66357,Fan Di,F,15.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
70559,Mara Ins Flores-Wurmser,F,17.0,Guatemala,GUA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
70560,Mara Ins Flores-Wurmser,F,17.0,Guatemala,GUA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
70561,Mara Ins Flores-Wurmser,F,17.0,Guatemala,GUA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
70562,Mara Ins Flores-Wurmser,F,17.0,Guatemala,GUA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
70563,Mara Ins Flores-Wurmser,F,17.0,Guatemala,GUA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
76184,Nuria Garca Daz,F,15.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
76185,Nuria Garca Daz,F,15.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,
76186,Nuria Garca Daz,F,15.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
76187,Nuria Garca Daz,F,15.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
76188,Nuria Garca Daz,F,15.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
76189,Nuria Garca Daz,F,15.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
76609,Kelly Garrison-Steves (-Funderburk),F,21.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
76610,Kelly Garrison-Steves (-Funderburk),F,21.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,
76611,Kelly Garrison-Steves (-Funderburk),F,21.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
76612,Kelly Garrison-Steves (-Funderburk),F,21.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
76613,Kelly Garrison-Steves (-Funderburk),F,21.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
76614,Kelly Garrison-Steves (-Funderburk),F,21.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
77667,Mauricette Geller,F,15.0,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
77668,Mauricette Geller,F,15.0,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
77669,Mauricette Geller,F,15.0,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
77670,Mauricette Geller,F,15.0,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
77671,Mauricette Geller,F,15.0,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
